"Source Name","Date Modified","Data Source","Date Created",Owner,Organization,Description
off-modern_l.ott,"2007-12-10 12:39:00 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Nowoczesny
pri-bottle_l.ott,"2006-03-15 16:19:32 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Butelka
pri-mail_l.ott,"2006-03-15 16:19:22 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,List
pri-redline_l.ott,"2006-03-15 16:21:46 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,"Czerwona linia"
pri-marine_l.ott,"2006-03-15 16:19:08 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Morski
bus-elegant_l.ott,"2007-12-10 12:42:35 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Elegante
bus-modern_l.ott,"2007-12-10 12:42:19 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Moderno
bus-office_l.ott,"2007-12-10 12:41:57 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Escritório
off-elegant_l.ott,"2007-12-10 12:41:39 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Elegante
off-office_l.ott,"2007-12-10 12:42:55 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Escritório
off-modern_l.ott,"2007-12-10 12:41:20 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Moderno
pri-bottle_l.ott,"2006-09-18 14:32:57 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Garrafa
pri-mail_l.ott,"2006-09-18 14:31:34 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Correio
pri-marine_l.ott,"2006-09-18 14:30:51 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Marinho
pri-redline_l.ott,"2006-09-18 14:31:16 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,"Linha vermelha"
pri-bottle_l.ott,"2005-07-28 15:33:25 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Garrafa
pri-mail_l.ott,"2005-07-28 15:33:45 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Correio
pri-redline_l.ott,"2005-07-28 15:33:17 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,"Linha vernelha"
pri-marine_l.ott,"2005-07-28 15:33:37 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Naval
bus-elegant_l.ott,"2006-01-27 13:50:27 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Элегантное
bus-modern_l.ott,"2006-01-27 13:50:14 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Современное
bus-office_l.ott,"2006-01-27 13:48:37 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Офис
off-elegant_l.ott,"2006-01-20 14:00:14 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Элегантное
off-office_l.ott,"2006-01-20 14:58:23 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Офис
off-modern_l.ott,"2006-01-24 15:32:05 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Современное
pri-bottle_l.ott,"2006-01-27 13:49:25 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Бутылка
pri-mail_l.ott,"2006-01-23 00:54:38 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Почта
pri-marine_l.ott,"2006-01-23 00:52:39 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Звезда
pri-redline_l.ott,"2006-01-20 14:52:00 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,"Красная линия"
bus-elegant_l.ott,"2005-06-05 16:22:43 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Elegantný
bus-modern_l.ott,"2005-05-22 22:53:41 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Moderný
bus-office_l.ott,"2005-05-22 22:53:03 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Kancelária
off-elegant_l.ott,"2005-06-05 16:33:26 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Elegantný
off-office_l.ott,"2005-06-05 16:32:49 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Kancelársky
off-modern_l.ott,"2005-06-05 16:33:08 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Moderný
pri-bottle_l.ott,"2005-06-05 16:32:19 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Fľaša
pri-mail_l.ott,"2005-06-05 16:32:00 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Pošta
pri-marine_l.ott,"2005-06-05 16:31:38 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Námornícky
pri-redline_l.ott,"2005-06-05 16:35:41 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,"Červená čiara"
bus-modern_l.ott,"2005-12-22 00:36:24 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Moderno
bus-elegant_l.ott,"2005-12-22 00:36:29 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Elegantno
off-elegant_l.ott,"2005-12-22 00:36:12 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Elegantno
bus-office_l.ott,"2005-12-22 00:36:18 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Pisarna
off-office_l.ott,"2005-12-22 00:36:00 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Pisarna
off-modern_l.ott,"2005-12-22 00:36:06 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Moderno
pri-bottle_l.ott,"2005-12-19 21:17:07 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Steklenica
pri-mail_l.ott,"2005-12-19 21:17:02 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Pošta
pri-marine_l.ott,"2005-12-19 19:53:47 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Marina
pri-redline_l.ott,"2005-12-18 23:00:53 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,"Rdeča črta"
bus-elegant_l.ott,"2007-12-10 12:44:41 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Elegant
bus-modern_l.ott,"2007-12-10 12:45:00 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Modernt
off-elegant_l.ott,"2007-12-10 12:45:54 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Elegant
bus-office_l.ott,"2007-12-10 12:45:31 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Kontor
off-office_l.ott,"2007-12-10 12:44:26 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Kontor
off-modern_l.ott,"2007-12-10 12:47:21 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Modernt
pri-bottle_l.ott,"2005-07-28 15:34:19 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Flaska
pri-mail_l.ott,"2005-07-28 15:34:38 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Post
pri-marine_l.ott,"2005-07-28 15:34:26 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Marint
pri-redline_l.ott,"2005-07-28 15:34:11 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,"Röd linje"
bus-elegant_l.ott,"2005-10-12 10:14:32 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Zarif
bus-modern_l.ott,"2005-10-12 10:15:45 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Çağdaş
off-elegant_l.ott,"2005-10-12 10:20:13 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Zarif
bus-office_l.ott,"2005-10-12 10:17:59 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Ofis
off-office_l.ott,"2005-10-12 11:56:55 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Ofis
off-modern_l.ott,"2005-10-12 11:55:21 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Çağdaş
pri-bottle_l.ott,"2005-10-12 11:58:09 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Şişe
pri-mail_l.ott,"2005-10-12 11:58:52 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,E-Posta
pri-marine_l.ott,"2005-10-12 12:00:20 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,Deniz
pri-redline_l.ott,"2005-10-12 12:01:12 EET",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,"Kırmızı Çizgi"
bus-modern_l.ott,"2008-06-25 23:29:50 EEST",jo-2009-11-16.E01,"2008-06-25 23:29:16 EEST",,,Modern
bus-elegant_l.ott,"2008-06-25 23:29:10 EEST",jo-2009-11-16.E01,"2008-06-25 23:28:32 EEST",,,Elegant
bus-office_l.ott,"2008-06-25 23:30:27 EEST",jo-2009-11-16.E01,"2008-06-25 23:29:56 EEST",,,Office
off-elegant_l.ott,"2008-06-25 23:31:05 EEST",jo-2009-11-16.E01,"2008-06-25 23:30:32 EEST",,,Elegant
off-office_l.ott,"2008-06-25 23:33:21 EEST",jo-2009-11-16.E01,"2008-06-25 23:32:47 EEST",,,Office
off-modern_l.ott,"2008-06-25 23:32:37 EEST",jo-2009-11-16.E01,"2008-06-25 23:31:11 EEST",,,Modern
pri-bottle_l.ott,"2008-06-25 23:33:53 EEST",jo-2009-11-16.E01,"2008-06-25 23:33:27 EEST",,,Bottle
pri-mail_l.ott,"2008-06-25 23:34:24 EEST",jo-2009-11-16.E01,"2008-06-25 23:33:59 EEST",,,Mail
pri-marine_l.ott,"2008-06-25 23:34:55 EEST",jo-2009-11-16.E01,"2008-06-25 23:34:31 EEST",,,Marine
pri-redline_l.ott,"2008-06-25 23:35:28 EEST",jo-2009-11-16.E01,"2008-06-25 23:35:04 EEST",,,"Red Line"
pri-bottle_l.ott,"2005-07-28 15:35:19 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,瓶子
pri-mail_l.ott,"2005-07-28 15:35:42 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,信件
pri-redline_l.ott,"2005-07-28 15:35:12 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,红线
pri-marine_l.ott,"2005-07-28 15:35:28 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,藏青色
pri-bottle_l.ott,"2005-07-28 15:36:39 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,瓶子
pri-mail_l.ott,"2005-07-28 15:36:55 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,郵件
pri-redline_l.ott,"2005-07-28 15:36:31 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,紅線
pri-marine_l.ott,"2005-07-28 15:36:45 EEST",jo-2009-11-16.E01,"2000-01-04 11:52:02 EET","Peter Thielmann",,海洋
JREProperties.class,,jo-2009-11-16.E01,,,,JREProperties
msg_01.txt,,jo-2009-11-16.E01,"2001-05-04 18:05:44 EEST",bbb@ddd.com,,"This is a test message"
msg_02.txt,,jo-2009-11-16.E01,"2001-04-21 00:18:00 EET",ppp-request@zzz.org,,"Ppp digest, Vol 1 #2 - 5 msgs"
msg_03.txt,,jo-2009-11-16.E01,"2001-05-04 18:05:44 EEST",bbb@ddd.com,,"This is a test message"
msg_05.txt,,jo-2009-11-16.E01,,foo,,bar
msg_06.txt,,jo-2009-11-16.E01,"2001-09-13 21:28:42 EEST",barry@zope.com,,"forwarded message from Barry A. Warsaw"
msg_04.txt,,jo-2009-11-16.E01,"2001-09-11 04:05:05 EEST",barry@python.org,,"a simple multipart"
msg_08.txt,,jo-2009-11-16.E01,"2001-04-20 23:35:02 EET","Barry Warsaw <barry@zope.com>",,Lyrics
msg_07.txt,,jo-2009-11-16.E01,"2001-04-20 23:35:02 EET","Barry <barry@digicool.com>",,"Here is your dingus fish"
msg_09.txt,,jo-2009-11-16.E01,"2001-04-20 23:35:02 EET","Barry Warsaw <barry@zope.com>",,Lyrics
msg_10.txt,,jo-2009-11-16.E01,"2001-04-20 23:35:02 EET","Barry Warsaw <barry@zope.com>",,Lyrics
msg_11.txt,,jo-2009-11-16.E01,,,,"The enclosing message"
msg_12.txt,,jo-2009-11-16.E01,"2001-04-20 23:35:02 EET","Barry Warsaw <barry@zope.com>",,Lyrics
msg_12a.txt,,jo-2009-11-16.E01,"2001-04-20 23:35:02 EET","Barry Warsaw <barry@zope.com>",,Lyrics
msg_14.txt,,jo-2009-11-16.E01,"2001-05-04 18:05:44 EEST",bbb@ddd.com,,"This is a test message"
msg_13.txt,,jo-2009-11-16.E01,"2001-04-20 23:35:02 EET","Barry <barry@digicool.com>",,"Here is your dingus fish"
msg_15.txt,,jo-2009-11-16.E01,,xx@xx.dk,,XX
msg_16.txt,,jo-2009-11-16.E01,"2001-09-24 03:14:35 EEST","Internet Mail Delivery <postmaster@ucla.edu>",,"Delivery Notification: Delivery has failed"
msg_23.txt,,jo-2009-11-16.E01,,aperson@dom.ain,,
msg_22.txt,,jo-2009-11-16.E01,"2001-10-16 10:59:25 EET",b@example.com,,
msg_24.txt,,jo-2009-11-16.E01,,bperson@dom.ain,,"A subject"
msg_26.txt,,jo-2009-11-16.E01,"2002-05-12 07:56:15 EEST","Father Time <father.time@xcar.wooster.local>",,"IMAP file test"
msg_27.txt,,jo-2009-11-16.E01,"2002-06-05 01:46:59 EEST",aperson@dom.ain,,"bug demonstration	12345678911234567892123456789312345678941234567895123456789612345678971234567898112345678911234567892123456789112345678911234567892123456789	more text"
msg_28.txt,,jo-2009-11-16.E01,,aperson@dom.ain,,
msg_29.txt,,jo-2009-11-16.E01,"2001-05-04 18:05:44 EEST",bbb@ddd.com,,"This is a test message"
msg_30.txt,,jo-2009-11-16.E01,,aperson@dom.ain,,
msg_32.txt,,jo-2009-11-16.E01,"2000-09-26 17:23:03 EEST","Anne Person <aperson@example.com>",,"Re: Limiting Perl CPU Utilization..."
msg_33.txt,,jo-2009-11-16.E01,"2000-09-27 16:11:09 EEST","Anne Person <aperson@example.com>",,"Re: Limiting Perl CPU Utilization..."
msg_34.txt,,jo-2009-11-16.E01,,aperson@dom.ain,,
msg_35.txt,,jo-2009-11-16.E01,,aperson@dom.ain,,"here's something interesting"
msg_36.txt,,jo-2009-11-16.E01,"1998-12-22 21:55:06 EET",Internet-Drafts@ietf.org,,"I-D ACTION:draft-ietf-mboned-mix-00.txt"
msg_20.txt,,jo-2009-11-16.E01,"2001-05-04 18:05:44 EEST",bbb@ddd.com,,"This is a test message"
msg_21.txt,,jo-2009-11-16.E01,,aperson@dom.ain,,Test
msg_41.txt,,jo-2009-11-16.E01,"2004-07-11 19:09:27 EEST","Allison Dunlap <xxx@example.com>",,64423
msg_42.txt,,jo-2009-11-16.E01,,"Mail Delivery Subsystem <xxx@example.com>",,
msg_44.txt,,jo-2009-11-16.E01,"2001-09-11 04:05:05 EEST",barry@python.org,,"a simple multipart"
dnary.mdb,,jo-2009-11-16.E01,,"Stephen E. Bensley",Microsoft,ias
ias.mdb,,jo-2009-11-16.E01,,"*",Microsoft,sotre
